id,name,description
"0133008f-09cf-4b68-a434-ea7f7b0283b3","Burial",
"01c3b32a-5751-4c98-b6ab-258d02370382","Hardcore Mode - Constants",
"01e845c3-34ca-4bd1-9f08-72ac0e19af57","Kitchens",
"0298f5cd-21e3-4284-95ff-87114609832b","Rabbi",
"029ab094-21b6-45f2-a242-557a6d340eb0","Mint Masters",
"032ecad8-f7fd-48d6-b268-573025598e37","Witchcraft",
"0335c283-6c1b-402d-acd8-0edd48ef38ae","The Conquest of Kuttenberg",
"051028ac-d94c-4538-99be-fc76c1abdfbf","Jail",
"06940cc6-0c96-421a-ae90-1c4079f87c0f","Negotiator",
"0731a146-6220-43aa-989b-f2993d3390a7","Holy Roman Empire",
"075e3563-168f-481b-8a25-d0566763a05c","John II of Liechtenstein",
"07bda032-e4b0-45b7-a462-6e525b2ba69c","Ius Regale Montanorum",
"084dd7fd-daee-4041-bae1-c58a0c132292","Relieved","You've confessed to all your wrongdoing\, made reparation to Virgin Mary and undertaken a pilgrimage of repentance. You have succeeded in cleansing yourself of your sins. Try to keep it that way! Now\, when you get a good sleep (at least 4 hours)\, you'll subsequently learn new things faster and improve in skills you already have."
"0856ace1-3956-4cec-8283-f3c5374f5d1a","Sir Hanush of Leipa",
"09d81b58-1a30-4d96-8eb4-80db04446870","Miners",
"0a3d5815-b962-4198-b003-1eb0a7459903","Gamekeeper Rules the Woods",
"0b129319-de62-41f2-97ef-4b9c10f370c9","Player Theresa - fader protection",
"0c358b88-0305-497e-89ea-8637c67b6209","Taverns\, Inns and Innkeepers",
"0d3322fe-5b3f-47c5-8a21-1fa5e5cffe36","Charcoal-Burners",
"0ef3b73a-3c20-4f82-981e-e1fc57a4f1f6","Player Theresa - companion-horse",
"0f22368c-4d37-4250-b536-0c0b707b00fd","Silver mining",
"0f783667-e997-4211-83fe-bfbaa29c9a49","Towns and Cities",
"118def30-4fc4-4fbe-96ac-01f7d1626204","Swordsmiths and Armourers",
"12bbb8f4-4d0e-440a-8adf-9563120a2389","Invective",
"12c75fff-d00d-4cb0-8c27-4a8e4838dc14","test_dummy_perk",
"148c15e7-9be5-4b05-8db6-548823f7a800","Dragon Bones",
"14c9a9c7-84ef-426b-8fae-1fe98b3bb048","Prokop of Luxembourg",
"15e3f93f-7a6f-4895-91f6-458a762858eb","Ponds of the Trosky Region",
"1627a1b6-64c5-422f-ac2d-3a6abc071690","Hunt attack",
"1672a664-8b97-42b5-b390-84378bdefbf3","Clothing and Fashion",
"169e4028-ccef-4ff1-b89f-b14d4ba2853e","Arabian Blood",
